Date,Close
2013-01-02,44.65999984741211
2013-01-03,44.56999969482422
2013-01-04,45.36000061035156
2013-01-07,45.40999984741211
2013-01-08,45.5
2013-01-09,45.47000122070313
2013-01-10,46.1500015258789
2013-01-11,46.13999938964844
2013-01-14,45.88000106811523
2013-01-15,46.349998474121094
2013-01-16,46.81999969482422
2013-01-17,46.43999862670898
2013-01-18,46.459999084472656
2013-01-22,46.540000915527344
2013-01-23,46.22999954223633
2013-01-24,46.36999893188477
2013-01-25,47.15999984741211
2013-01-28,46.63999938964844
2013-01-29,47.11999893188477
2013-01-30,47.13000106811523
2013-01-31,47.04999923706055
2013-02-01,47.849998474121094
2013-02-04,47.68000030517578
2013-02-05,48.790000915527344
2013-02-06,48.61000061035156
2013-02-07,48.22999954223633
2013-02-08,48.63000106811523
2013-02-11,48.65999984741211
2013-02-12,49.13999938964844
2013-02-13,48.68000030517578
2013-02-14,49.22000122070313
2013-02-15,48.88000106811523
2013-02-19,49.45000076293945
2013-02-20,48.61000061035156
2013-02-21,48.25
2013-02-22,48.90999984741211
2013-02-25,47.70000076293945
2013-02-26,47.599998474121094
2013-02-27,49.27999877929688
2013-02-28,48.91999816894531
2013-03-01,48.90999984741211
2013-03-04,49.099998474121094
2013-03-05,49.4900016784668
2013-03-06,50.02999877929688
2013-03-07,50.63000106811523
2013-03-08,50.20000076293945
2013-03-11,50.47999954223633
2013-03-12,50.27999877929688
2013-03-13,50.15999984741211
2013-03-14,51.0
2013-03-15,50.02000045776367
2013-03-18,49.5099983215332
2013-03-19,49.20000076293945
2013-03-20,49.11999893188477
2013-03-21,48.349998474121094
2013-03-22,48.77999877929688
2013-03-25,48.52000045776367
2013-03-26,48.63999938964844
2013-03-27,47.77000045776367
2013-03-28,47.459999084472656
2013-04-01,47.83000183105469
2013-04-02,48.27999877929688
2013-04-03,46.849998474121094
2013-04-04,47.4900016784668
2013-04-05,47.90999984741211
2013-04-08,48.58000183105469
2013-04-09,48.68000030517578
2013-04-10,49.25
2013-04-11,49.31000137329102
2013-04-12,49.0099983215332
2013-04-15,47.93000030517578
2013-04-16,48.4900016784668
2013-04-17,46.790000915527344
2013-04-18,46.63999938964844
2013-04-19,47.22999954223633
2013-04-22,47.349998474121094
2013-04-23,48.16999816894531
2013-04-24,48.72000122070313
2013-04-25,49.0
2013-04-26,48.88000106811523
2013-04-29,48.91999816894531
2013-04-30,49.0099983215332
2013-05-01,48.0099983215332
2013-05-02,48.08000183105469
2013-05-03,47.56999969482422
2013-05-06,48.18000030517578
2013-05-07,49.13999938964844
2013-05-08,49.7599983215332
2013-05-09,49.040000915527344
2013-05-10,48.959999084472656
2013-05-13,49.66999816894531
2013-05-14,50.22999954223633
2013-05-15,51.09000015258789
2013-05-16,50.97000122070313
2013-05-17,52.29999923706055
2013-05-20,52.290000915527344
2013-05-21,53.02000045776367
2013-05-22,53.63000106811523
2013-05-23,53.349998474121094
2013-05-24,53.65999984741211
2013-05-28,54.599998474121094
2013-05-29,54.66999816894531
2013-05-30,55.61999893188477
2013-05-31,54.59000015258789
2013-06-03,54.4900016784668
2013-06-04,54.040000915527344
2013-06-05,53.02999877929688
2013-06-06,53.5
2013-06-07,54.27000045776367
2013-06-10,54.36000061035156
2013-06-11,53.4900016784668
2013-06-12,53.18000030517578
2013-06-13,54.16999816894531
2013-06-14,53.13000106811523
2013-06-17,53.849998474121094
2013-06-18,54.11000061035156
2013-06-19,53.54999923706055
2013-06-20,52.47999954223633
2013-06-21,51.959999084472656
2013-06-24,50.91999816894531
2013-06-25,52.08000183105469
2013-06-26,52.5
2013-06-27,53.1500015258789
2013-06-28,52.790000915527344
2013-07-01,52.4900016784668
2013-07-02,52.79999923706055
2013-07-03,52.77000045776367
2013-07-05,53.9900016784668
2013-07-08,54.70000076293945
2013-07-09,54.88999938964844
2013-07-10,54.83000183105469
2013-07-11,55.13999938964844
2013-07-12,54.97000122070313
2013-07-15,54.88999938964844
2013-07-16,55.0099983215332
2013-07-17,55.27000045776367
2013-07-18,56.36999893188477
2013-07-19,56.15999984741211
2013-07-22,56.56000137329102
2013-07-23,56.66999816894531
2013-07-24,56.63000106811523
2013-07-25,56.5
2013-07-26,56.04999923706055
2013-07-29,55.68999862670898
2013-07-30,55.33000183105469
2013-07-31,55.72999954223633
2013-08-01,56.540000915527344
2013-08-02,56.4900016784668
2013-08-05,56.099998474121094
2013-08-06,55.4900016784668
2013-08-07,55.29999923706055
2013-08-08,54.83000183105469
2013-08-09,54.52000045776367
2013-08-12,54.09000015258789
2013-08-13,54.290000915527344
2013-08-14,54.1500015258789
2013-08-15,53.290000915527344
2013-08-16,53.290000915527344
2013-08-19,51.83000183105469
2013-08-20,52.11999893188477
2013-08-21,51.63000106811523
2013-08-22,52.209999084472656
2013-08-23,52.31999969482422
2013-08-26,51.79999923706055
2013-08-27,50.599998474121094
2013-08-28,50.58000183105469
2013-08-29,50.70000076293945
2013-08-30,50.52999877929688
2013-09-03,51.13000106811523
2013-09-04,51.86999893188477
2013-09-05,52.11000061035156
2013-09-06,52.56000137329102
2013-09-09,52.86000061035156
2013-09-10,53.66999816894531
2013-09-11,53.2599983215332
2013-09-12,52.2400016784668
2013-09-13,52.59000015258789
2013-09-16,53.13999938964844
2013-09-17,53.09000015258789
2013-09-18,53.40999984741211
2013-09-19,52.75
2013-09-20,52.79999923706055
2013-09-23,51.459999084472656
2013-09-24,50.31999969482422
2013-09-25,51.70000076293945
2013-09-26,51.88999938964844
2013-09-27,52.2400016784668
2013-09-30,51.68999862670898
2013-10-01,51.959999084472656
2013-10-02,52.09000015258789
2013-10-03,51.93999862670898
2013-10-04,52.66999816894531
2013-10-07,51.83000183105469
2013-10-08,50.86999893188477
2013-10-09,50.75
2013-10-10,52.52000045776367
2013-10-11,52.5099983215332
2013-10-14,52.709999084472656
2013-10-15,52.31000137329102
2013-10-16,54.0
2013-10-17,54.209999084472656
2013-10-18,54.29999923706055
2013-10-21,54.27000045776367
2013-10-22,53.61999893188477
2013-10-23,52.75
2013-10-24,52.47999954223633
2013-10-25,52.77000045776367
2013-10-28,52.68000030517578
2013-10-29,52.72999954223633
2013-10-30,52.599998474121094
2013-10-31,51.540000915527344
2013-11-01,52.5099983215332
2013-11-04,52.040000915527344
2013-11-05,51.95000076293945
2013-11-06,52.099998474121094
2013-11-07,51.6500015258789
2013-11-08,53.959999084472656
2013-11-11,54.099998474121094
2013-11-12,53.97000122070313
2013-11-13,54.13999938964844
2013-11-14,54.4000015258789
2013-11-15,54.86999893188477
2013-11-18,55.7400016784668
2013-11-19,56.1500015258789
2013-11-20,56.099998474121094
2013-11-21,57.22000122070313
2013-11-22,57.459999084472656
2013-11-25,57.6500015258789
2013-11-26,57.16999816894531
2013-11-27,57.47999954223633
2013-11-29,57.22000122070313
2013-12-02,56.97999954223633
2013-12-03,56.86000061035156
2013-12-04,57.18999862670898
2013-12-05,55.81999969482422
2013-12-06,56.06000137329102
2013-12-09,56.5099983215332
2013-12-10,56.70000076293945
2013-12-11,56.06999969482422
2013-12-12,56.31000137329102
2013-12-13,56.16999816894531
2013-12-16,56.41999816894531
2013-12-17,55.72000122070313
2013-12-18,57.2400016784668
2013-12-19,57.22999954223633
2013-12-20,57.70000076293945
